id,age,status,gender,drinks,drugs,education,ethnicity,income,last_online,location,offspring,smokes,city,country,age_group,state,messages_sent,profile_completion,account_age,preferred_age_range,relationship_intent,work_industry,self_rated_attractiveness
45985,28,single,m,often,sometimes,graduated from masters program,white,-1,28/06/2012,"san francisco, california",,,, california,25-34,california,87,77,8,23-33,Serious,Retail,9
45986,29,single,m,socially,,graduated from college/university,hispani,40000,30/06/2012,"albany, california",has kids,,, california,25-34,california,360,55,2,24-34,Casual,Healthcare,10
45987,24,single,m,socially,never,working on space camp,white,-1,30/06/2012,"mountain view, california",doesn't have kids,no,, california,25-34,california,274,60,1,19-29,Casual,Healthcare,8
45988,27,single,f,often,,graduated from college/university,,-1,04/06/2012,"san francisco, california",,trying to quit,, california,25-34,california,491,88,7,22-32,Casual,Retail,1
45989,25,single,m,socially,never,working on college/university,black,-1,29/06/2012,"san leandro, california","has a kid, and might want more",no,, california,25-34,california,335,97,1,20-30,Serious,Education,2
45990,29,single,m,socially,never,graduated from college/university,indian,-1,24/06/2012,"san carlos, california",,no,, california,25-34,california,25,57,8,24-34,Marriage,Other,10
45991,47,single,m,socially,never,graduated from college/university,black,-1,01/07/2012,"berkeley, california",,no,, california,45-54,california,406,84,7,42-52,Casual,Tech,10
45992,40,single,m,not at all,sometimes,dropped out of college/university,white,-1,08/03/2012,"palo alto, california",doesn't want kids,trying to quit,, california,35-44,california,120,60,4,35-45,Casual,Other,8
45993,26,single,m,socially,,graduated from college/university,white,-1,17/06/2012,"san francisco, california",,no,, california,25-34,california,288,69,4,21-31,Serious,Education,5
45994,41,single,f,socially,,graduated from masters program,white,-1,01/07/2012,"san francisco, california","doesn't have kids, but wants them",no,, california,35-44,california,361,100,8,36-46,Casual,Finance,5
45995,30,single,m,not at all,never,graduated from college/university,white,-1,30/06/2012,"san francisco, california","doesn't have kids, and doesn't want any",no,, california,25-34,california,440,92,4,25-35,Casual,Healthcare,8
45996,31,single,f,socially,,graduated from law school,white,-1,24/06/2012,"san francisco, california",,no,, california,25-34,california,29,71,9,26-36,Marriage,Education,1
45997,39,available,f,socially,,graduated from college/university,black,-1,29/06/2012,"berkeley, california",doesn't have kids,no,, california,35-44,california,406,90,4,34-44,Marriage,Other,2
45998,32,single,f,socially,never,graduated from masters program,asian,-1,28/06/2012,"san francisco, california",,no,, california,25-34,california,201,61,6,27-37,Serious,Other,5
45999,20,single,f,socially,never,working on college/university,asian,-1,01/07/2012,"berkeley, california",doesn't have kids,no,, california,18-24,california,381,97,7,18-25,Casual,Retail,8
46000,28,single,f,rarely,never,working on college/university,white,-1,30/06/2012,"san leandro, california","doesn't have kids, but might want them",no,, california,25-34,california,35,54,7,23-33,Serious,Finance,2
46001,55,single,f,socially,never,,white,-1,28/06/2012,"san francisco, california",doesn't have kids,,, california,55-64,california,124,83,5,50-60,Serious,Other,1
46002,51,single,f,socially,never,graduated from college/university,asian,-1,30/06/2012,"redwood city, california",doesn't have kids,no,, california,45-54,california,222,91,7,46-56,Casual,Tech,9
46003,46,single,m,rarely,never,graduated from masters program,white,100000,29/06/2012,"berkeley, california",,no,, california,45-54,california,234,83,8,41-51,Serious,Education,10
46004,66,single,m,rarely,never,graduated from college/university,white,150000,28/12/2011,"oakland, california",has a kid,no,, california,65+,california,123,79,4,61-65,Casual,Education,5
46005,27,single,m,socially,,graduated from masters program,"asian,white",100000,30/06/2012,"berkeley, california",,no,, california,25-34,california,469,72,4,22-32,Casual,Education,4
46006,34,single,f,socially,,graduated from masters program,black,-1,09/02/2012,"oakland, california",,no,, california,35-44,california,170,85,2,29-39,Serious,Healthcare,4
46007,28,single,m,socially,never,graduated from college/university,white,-1,30/06/2012,"san francisco, california",,no,, california,25-34,california,490,74,2,23-33,Casual,Other,1
46008,38,single,f,socially,never,graduated from college/university,white,-1,24/05/2012,"oakland, california",,no,, california,35-44,california,485,97,8,33-43,Marriage,Education,6
46009,37,single,f,socially,,graduated from college/university,white,-1,21/12/2011,"san francisco, california",,no,, california,35-44,california,494,55,9,32-42,Marriage,Retail,8
46010,30,single,m,socially,sometimes,working on college/university,asian,20000,11/10/2011,"san leandro, california",,no,, california,25-34,california,449,91,9,25-35,Serious,Finance,9
46011,30,single,m,socially,,graduated from college/university,,-1,29/06/2012,"oakland, california",,no,, california,25-34,california,180,78,3,25-35,Marriage,Other,10
46012,40,single,m,socially,,,white,-1,28/06/2012,"san francisco, california",has a kid,no,, california,35-44,california,214,70,1,35-45,Serious,Tech,9
46013,29,single,m,not at all,never,working on college/university,white,20000,30/06/2012,"san rafael, california",,no,, california,25-34,california,117,56,2,24-34,Serious,Education,9
46014,42,single,f,rarely,never,graduated from masters program,other,-1,12/01/2012,"san francisco, california",,no,, california,35-44,california,226,86,8,37-47,Casual,Retail,5
46015,25,single,m,socially,never,working on masters program,white,-1,27/06/2012,"stanford, california",doesn't have kids,,, california,25-34,california,378,94,3,20-30,Marriage,Education,5
46016,27,single,f,socially,never,,asian,-1,29/06/2012,"san francisco, california",doesn't have kids,sometimes,, california,25-34,california,443,90,2,22-32,Serious,Other,7
46017,27,single,m,socially,never,working on law school,,-1,27/06/2012,"san francisco, california",,no,, california,25-34,california,36,58,4,22-32,Serious,Healthcare,7
46018,33,single,f,socially,never,,asian,-1,06/06/2012,"oakland, california",,no,, california,25-34,california,316,96,5,28-38,Casual,Finance,6
46019,23,single,f,desperately,never,graduated from ph.d program,white,250000,25/06/2012,"san francisco, california","doesn't have kids, and doesn't want any",yes,, california,18-24,california,95,85,2,18-28,Casual,Tech,5
46020,23,single,m,socially,never,graduated from college/university,"hispani,white",-1,30/06/2012,"redwood city, california",,no,, california,18-24,california,119,50,3,18-28,Casual,Healthcare,2
46021,25,single,f,socially,,working on two-year college,other,-1,01/01/2012,"san francisco, california",,no,, california,25-34,california,490,80,6,20-30,Casual,Finance,4
46022,29,single,m,socially,never,graduated from college/university,white,-1,30/06/2012,"san francisco, california",,no,, california,25-34,california,436,69,1,24-34,Serious,Retail,10
46023,23,single,m,socially,never,graduated from college/university,asian,-1,01/07/2012,"belmont, california",,no,, california,18-24,california,11,77,2,18-28,Serious,Retail,8
46024,31,single,m,not at all,never,graduated from college/university,"asian,white",-1,01/07/2012,"san francisco, california",,no,, california,25-34,california,121,95,7,26-36,Marriage,Healthcare,1
46025,30,single,m,socially,sometimes,,white,-1,28/06/2012,"moss beach, california",,when drinking,, california,25-34,california,34,68,2,25-35,Marriage,Education,2
46026,37,single,f,rarely,never,graduated from college/university,white,-1,28/06/2012,"san francisco, california",doesn't have kids,no,, california,35-44,california,488,50,5,32-42,Marriage,Tech,4
46027,20,single,f,not at all,never,working on college/university,hispani,-1,26/06/2012,"berkeley, california",doesn't have kids,no,, california,18-24,california,250,78,4,18-25,Marriage,Retail,6
46028,19,single,f,socially,never,graduated from high school,"black,other",-1,18/03/2012,"san francisco, california",,trying to quit,, california,18-24,california,66,59,1,18-24,Serious,Other,8
46029,24,single,m,rarely,never,working on college/university,white,-1,28/06/2012,"san francisco, california",doesn't have kids,no,, california,25-34,california,481,85,5,19-29,Casual,Healthcare,4
46030,40,single,m,rarely,,,white,-1,15/06/2012,"san francisco, california",doesn't want kids,no,, california,35-44,california,37,72,4,35-45,Marriage,Retail,4
46031,37,available,m,socially,,graduated from masters program,white,250000,20/06/2012,"san francisco, california",doesn't want kids,no,, california,35-44,california,279,67,8,32-42,Casual,Other,9
46032,39,single,f,socially,never,graduated from masters program,white,-1,28/06/2012,"san francisco, california",,no,, california,35-44,california,229,78,2,34-44,Casual,Education,10
46033,27,single,m,socially,never,graduated from masters program,white,-1,13/03/2012,"san francisco, california",,sometimes,, california,25-34,california,336,77,5,22-32,Casual,Tech,6
46034,39,single,f,socially,never,graduated from college/university,asian,-1,30/06/2012,"mountain view, california",,no,, california,35-44,california,167,93,9,34-44,Serious,Healthcare,6
46035,31,single,f,,never,graduated from masters program,asian,-1,25/06/2012,"san francisco, california",doesn't have kids,,, california,25-34,california,448,56,9,26-36,Serious,Finance,6
46036,34,single,f,socially,never,graduated from college/university,asian,-1,16/06/2012,"san francisco, california",doesn't want kids,no,, california,35-44,california,440,80,3,29-39,Marriage,Tech,1
46037,31,single,m,,never,,middleeastern,-1,02/05/2012,"san mateo, california",,,, california,25-34,california,327,87,4,26-36,Casual,Retail,7
46038,27,single,m,often,never,graduated from college/university,hispani,-1,19/03/2012,"san francisco, california",,yes,, california,25-34,california,245,90,1,22-32,Marriage,Healthcare,2
46039,43,single,m,often,sometimes,working on college/university,"hispani,other",-1,30/06/2012,"san francisco, california",,no,, california,35-44,california,78,51,2,38-48,Serious,Finance,6
46040,23,single,m,rarely,never,dropped out of college/university,white,-1,30/06/2012,"san rafael, california","doesn't have kids, but might want them",no,, california,18-24,california,113,64,6,18-28,Marriage,Other,10
46041,45,married,f,socially,never,graduated from college/university,"asian,white",-1,29/06/2012,"san francisco, california","has kids, but doesn't want more",no,, california,45-54,california,300,71,9,40-50,Marriage,Tech,10
46042,26,single,f,socially,never,graduated from college/university,"black,white",-1,30/06/2012,"san francisco, california",,no,, california,25-34,california,216,94,6,21-31,Casual,Healthcare,7
46043,35,single,f,not at all,never,graduated from college/university,hispani,-1,30/06/2012,"san francisco, california","doesn't have kids, and doesn't want any",no,, california,35-44,california,199,60,1,30-40,Serious,Education,9
46044,30,single,m,rarely,never,,"hispani,white",-1,26/08/2011,"oakland, california",,no,, california,25-34,california,380,68,5,25-35,Marriage,Other,1
46045,26,single,m,rarely,,graduated from college/university,white,-1,30/06/2012,"berkeley, california",,,, california,25-34,california,499,55,4,21-31,Marriage,Retail,10
46046,23,single,m,socially,never,graduated from college/university,white,-1,28/06/2012,"san francisco, california",,no,, california,18-24,california,351,58,6,18-28,Serious,Tech,6
46047,23,seeing someone,f,rarely,never,working on two-year college,pacificislander,-1,18/02/2012,"vallejo, california",,sometimes,, california,18-24,california,241,93,4,18-28,Serious,Finance,9
46048,20,single,m,rarely,sometimes,dropped out of college/university,asian,70000,18/06/2012,"san francisco, california",doesn't have kids,no,, california,18-24,california,12,78,8,18-25,Marriage,Retail,6
46049,28,seeing someone,f,socially,,working on masters program,white,-1,01/07/2012,"oakland, california",,no,, california,25-34,california,365,92,8,23-33,Serious,Retail,2
46050,33,single,f,often,never,graduated from med school,hispani,-1,27/06/2012,"san francisco, california","doesn't have kids, but wants them",no,, california,25-34,california,206,52,7,28-38,Serious,Healthcare,7
46051,27,single,m,often,never,working on two-year college,hispani,-1,01/07/2012,"san francisco, california",doesn't have kids,no,, california,25-34,california,261,99,2,22-32,Marriage,Finance,4
46052,24,single,m,socially,,graduated from college/university,white,50000,14/05/2012,"san francisco, california",doesn't have kids,no,, california,25-34,california,96,94,8,19-29,Serious,Retail,2
46053,39,single,m,often,,graduated from college/university,white,-1,30/06/2012,"oakland, california",doesn't want kids,,, california,35-44,california,70,62,2,34-44,Serious,Tech,8
46054,27,single,m,often,never,,"middleeastern,white",20000,27/06/2012,"oakland, california",doesn't want kids,no,, california,25-34,california,480,96,1,22-32,Marriage,Finance,1
46055,35,single,m,socially,sometimes,graduated from college/university,white,-1,24/05/2012,"san francisco, california",,sometimes,, california,35-44,california,302,100,9,30-40,Marriage,Tech,6
46056,29,single,f,,,,"black,hispani",-1,29/06/2012,"richmond, california",,no,, california,25-34,california,348,96,5,24-34,Serious,Retail,1
46057,31,single,f,not at all,never,graduated from college/university,white,-1,28/05/2012,"san francisco, california",,no,, california,25-34,california,229,64,6,26-36,Casual,Other,2
46058,25,single,f,often,never,graduated from masters program,white,50000,25/06/2012,"pacifica, california","doesn't have kids, but might want them",no,, california,25-34,california,356,54,1,20-30,Serious,Tech,6
46059,38,single,f,socially,never,graduated from masters program,asian,-1,30/06/2012,"san francisco, california",doesn't have kids,no,, california,35-44,california,299,54,1,33-43,Serious,Retail,10
46060,25,single,f,socially,sometimes,graduated from college/university,white,-1,09/05/2012,"berkeley, california",,no,, california,25-34,california,31,51,8,20-30,Marriage,Education,1
46061,29,single,f,socially,sometimes,graduated from college/university,white,30000,03/01/2012,"san francisco, california",,sometimes,, california,25-34,california,249,99,5,24-34,Serious,Healthcare,3
46062,25,single,f,socially,never,graduated from college/university,white,-1,30/06/2012,"san carlos, california",,no,, california,25-34,california,253,87,2,20-30,Casual,Other,10
46063,33,single,m,rarely,never,graduated from college/university,white,-1,26/06/2012,"san rafael, california",doesn't have kids,no,, california,25-34,california,258,99,7,28-38,Marriage,Retail,1
46064,28,single,m,socially,never,dropped out of two-year college,white,30000,07/06/2012,"san francisco, california",,yes,, california,25-34,california,181,79,1,23-33,Serious,Tech,5
46065,22,single,m,rarely,sometimes,working on two-year college,white,20000,30/06/2012,"el cerrito, california","doesn't have kids, and doesn't want any",yes,, california,18-24,california,339,77,4,18-27,Serious,Healthcare,8
46066,27,single,m,socially,never,graduated from college/university,white,-1,01/07/2012,"san francisco, california","doesn't have kids, but might want them",no,, california,25-34,california,461,88,1,22-32,Marriage,Other,3
46067,28,single,m,socially,,graduated from masters program,white,50000,01/07/2012,"oakland, california","doesn't have kids, but wants them",no,, california,25-34,california,475,81,8,23-33,Serious,Finance,9
46068,32,single,m,socially,,graduated from college/university,hispani,-1,25/06/2012,"oakland, california",,no,, california,25-34,california,165,69,5,27-37,Serious,Education,10
46069,25,single,m,socially,never,graduated from college/university,white,60000,01/01/2012,"san francisco, california",,no,, california,25-34,california,3,69,2,20-30,Marriage,Other,8
46070,45,single,m,rarely,never,graduated from masters program,"hispani,white",-1,28/06/2012,"san francisco, california",,no,, california,45-54,california,462,78,4,40-50,Serious,Other,5
46071,27,single,m,rarely,never,graduated from masters program,white,80000,16/03/2012,"san francisco, california","doesn't have kids, but might want them",sometimes,, california,25-34,california,144,84,2,22-32,Serious,Healthcare,2
46072,26,single,m,socially,never,graduated from college/university,white,-1,01/07/2012,"san francisco, california",,no,, california,25-34,california,164,81,8,21-31,Serious,Education,6
46073,31,single,f,socially,never,graduated from college/university,asian,-1,30/06/2012,"mountain view, california",,no,, california,25-34,california,343,66,6,26-36,Serious,Finance,8
46074,24,single,f,socially,,graduated from college/university,,-1,01/07/2012,"san francisco, california",doesn't have kids,no,, california,25-34,california,485,100,9,19-29,Marriage,Retail,5
46075,34,single,f,socially,never,graduated from masters program,black,-1,27/06/2012,"san francisco, california","doesn't have kids, but wants them",no,, california,35-44,california,361,57,6,29-39,Serious,Education,10
46076,29,single,m,socially,,graduated from ph.d program,indian,-1,30/06/2012,"san francisco, california",might want kids,no,, california,25-34,california,104,70,2,24-34,Marriage,Healthcare,5
46077,37,single,f,often,sometimes,graduated from college/university,"asian,white",-1,09/04/2012,"san francisco, california",doesn't want kids,when drinking,, california,35-44,california,35,72,3,32-42,Marriage,Education,8
46078,23,seeing someone,f,not at all,,working on college/university,white,-1,16/10/2011,"san mateo, california",,trying to quit,, california,18-24,california,313,100,2,18-28,Marriage,Finance,3
46079,42,single,m,socially,,graduated from masters program,white,-1,30/06/2012,"san francisco, california","has kids, but doesn't want more",,, california,35-44,california,168,100,3,37-47,Serious,Finance,10
46080,43,single,f,socially,never,graduated from two-year college,white,-1,30/06/2012,"san mateo, california",doesn't want kids,no,, california,35-44,california,7,76,3,38-48,Marriage,Education,2
46081,37,single,f,rarely,never,graduated from masters program,white,-1,28/06/2012,"burlingame, california",,no,, california,35-44,california,450,55,9,32-42,Casual,Tech,5
46082,29,single,m,socially,never,graduated from college/university,white,-1,16/06/2012,"san francisco, california",,no,, california,25-34,california,413,57,8,24-34,Marriage,Healthcare,9
46083,30,seeing someone,f,often,sometimes,graduated from college/university,asian,-1,18/02/2012,"san francisco, california",,no,, california,25-34,california,85,84,5,25-35,Serious,Education,7
46084,52,single,m,socially,never,graduated from college/university,white,-1,19/06/2012,"oakland, california",,no,, california,45-54,california,435,54,7,47-57,Casual,Retail,7
46085,29,single,m,socially,,graduated from college/university,white,-1,28/05/2012,"san rafael, california",,no,, california,25-34,california,96,82,4,24-34,Marriage,Finance,5
46086,27,single,m,socially,never,,"asian,other",-1,30/06/2012,"palo alto, california",,,, california,25-34,california,408,50,8,22-32,Casual,Tech,6
46087,30,single,m,socially,never,graduated from college/university,,-1,29/06/2012,"san francisco, california","doesn't have kids, but wants them",no,, california,25-34,california,435,73,5,25-35,Serious,Education,2
46088,23,single,m,socially,sometimes,working on two-year college,black,-1,22/08/2011,"oakland, california",,yes,, california,18-24,california,314,81,3,18-28,Serious,Finance,9
46089,24,single,m,socially,,graduated from college/university,black,-1,30/06/2012,"palo alto, california",doesn't have kids,no,, california,25-34,california,29,82,1,19-29,Marriage,Education,5
46090,27,single,m,rarely,never,working on ph.d program,white,-1,01/07/2012,"berkeley, california","doesn't have kids, but might want them",no,, california,25-34,california,100,87,3,22-32,Marriage,Tech,7
46091,30,single,m,socially,never,,asian,-1,20/06/2012,"mountain view, california",,no,, california,25-34,california,66,51,3,25-35,Serious,Finance,9
46092,29,single,m,socially,,graduated from college/university,white,-1,20/06/2012,"san francisco, california",doesn't have kids,no,, california,25-34,california,387,93,5,24-34,Serious,Tech,1
46093,44,single,m,socially,never,graduated from college/university,white,-1,30/06/2012,"palo alto, california","has kids, but doesn't want more",no,, california,45-54,california,348,66,5,39-49,Serious,Healthcare,1
46094,27,single,f,socially,never,graduated from college/university,white,40000,20/04/2012,"san francisco, california",,no,, california,25-34,california,440,59,7,22-32,Marriage,Finance,6
46095,23,single,m,socially,never,working on college/university,white,-1,21/06/2012,"rodeo, california",,no,, california,18-24,california,62,86,3,18-28,Casual,Healthcare,10
46096,27,single,f,,,graduated from college/university,white,-1,10/09/2011,"palo alto, california",,,, california,25-34,california,31,86,8,22-32,Marriage,Tech,5
46097,25,single,m,socially,never,graduated from college/university,white,-1,20/01/2012,"san francisco, california",,no,, california,25-34,california,86,51,2,20-30,Serious,Other,10
46098,43,seeing someone,f,socially,sometimes,graduated from college/university,white,-1,13/06/2012,"alameda, california","doesn't have kids, and doesn't want any",no,, california,35-44,california,210,61,9,38-48,Casual,Retail,9
46099,21,single,f,not at all,never,working on college/university,white,-1,30/06/2012,"moraga, california",doesn't have kids,no,, california,18-24,california,462,86,2,18-26,Marriage,Tech,2
46100,24,single,m,socially,never,graduated from college/university,white,-1,29/06/2012,"san francisco, california",doesn't have kids,no,, california,25-34,california,50,79,6,19-29,Marriage,Other,9
46101,59,single,m,not at all,sometimes,dropped out of college/university,white,-1,27/06/2012,"san francisco, california","doesn't have kids, and doesn't want any",sometimes,, california,55-64,california,62,64,8,54-64,Casual,Education,3
46102,41,single,f,rarely,,graduated from masters program,,-1,30/06/2012,"san francisco, california",has a kid,no,, california,35-44,california,79,72,2,36-46,Casual,Tech,4
46103,28,single,m,often,,working on masters program,white,-1,24/06/2012,"san francisco, california",,,, california,25-34,california,342,67,1,23-33,Casual,Healthcare,9
46104,25,single,m,socially,never,graduated from college/university,black,50000,27/07/2011,"oakland, california",,sometimes,, california,25-34,california,231,80,6,20-30,Marriage,Other,4
46105,25,single,m,rarely,never,graduated from college/university,white,-1,30/06/2012,"san francisco, california",,no,, california,25-34,california,365,87,5,20-30,Marriage,Education,3
46106,24,single,m,socially,never,graduated from college/university,white,70000,29/06/2012,"redwood city, california","doesn't have kids, but wants them",no,, california,25-34,california,100,78,4,19-29,Marriage,Education,8
46107,20,single,m,rarely,never,graduated from high school,black,-1,08/05/2012,"oakland, california",,sometimes,, california,18-24,california,128,63,8,18-25,Casual,Tech,6
46108,56,single,m,socially,,graduated from ph.d program,white,-1,30/06/2012,"berkeley, california",,no,, california,55-64,california,18,92,6,51-61,Serious,Education,5
46109,28,single,m,socially,never,graduated from college/university,,-1,30/06/2012,"san francisco, california",,no,, california,25-34,california,356,89,5,23-33,Marriage,Tech,1
46110,25,single,m,socially,never,graduated from college/university,asian,-1,30/06/2012,"san francisco, california",,when drinking,, california,25-34,california,418,72,5,20-30,Marriage,Retail,1
46111,63,single,m,socially,never,graduated from masters program,white,-1,29/06/2012,"belmont, california",doesn't have kids,no,, california,55-64,california,446,74,7,58-65,Serious,Education,10
46112,25,single,m,socially,sometimes,graduated from college/university,white,-1,02/06/2012,"san francisco, california",doesn't have kids,,, california,25-34,california,93,90,8,20-30,Casual,Retail,4
46113,22,single,f,socially,never,working on college/university,,-1,27/05/2012,"san francisco, california",,no,, california,18-24,california,80,87,2,18-27,Casual,Education,4
46114,39,single,f,socially,never,graduated from college/university,white,60000,15/08/2011,"san francisco, california",,no,, california,35-44,california,102,77,8,34-44,Marriage,Tech,2
46115,32,single,m,socially,never,graduated from masters program,asian,80000,27/06/2012,"berkeley, california","doesn't have kids, but wants them",no,, california,25-34,california,368,84,4,27-37,Serious,Finance,10
46116,29,seeing someone,m,not at all,never,working on space camp,white,-1,16/06/2012,"san francisco, california",,no,, california,25-34,california,153,79,7,24-34,Casual,Healthcare,1
46117,27,single,f,socially,never,graduated from masters program,other,70000,30/06/2012,"san francisco, california","doesn't have kids, but might want them",no,, california,25-34,california,268,76,1,22-32,Casual,Education,6
46118,26,single,m,socially,never,graduated from college/university,white,-1,05/12/2011,"san francisco, california",,no,, california,25-34,california,117,57,5,21-31,Marriage,Other,2
46119,26,single,f,socially,never,working on college/university,hispani,-1,23/06/2012,"daly city, california",,no,, california,25-34,california,341,97,1,21-31,Marriage,Other,3
46120,55,single,m,rarely,never,graduated from college/university,white,-1,29/06/2012,"redwood city, california",,no,, california,55-64,california,493,68,6,50-60,Marriage,Healthcare,2
46121,31,single,f,socially,never,graduated from college/university,asian,-1,28/06/2012,"palo alto, california",,no,, california,25-34,california,278,50,8,26-36,Marriage,Other,1
46122,27,single,f,socially,,graduated from college/university,,-1,29/06/2012,"oakland, california",,,, california,25-34,california,491,94,5,22-32,Serious,Healthcare,8
46123,41,single,m,socially,never,graduated from college/university,"nativeamerican,white",-1,28/06/2012,"albany, california",has kids,no,, california,35-44,california,362,93,4,36-46,Casual,Healthcare,2
46124,35,single,f,socially,sometimes,graduated from college/university,white,-1,28/06/2012,"oakland, california",,no,, california,35-44,california,224,69,9,30-40,Casual,Education,3
46125,22,single,m,not at all,never,working on college/university,white,-1,23/06/2012,"sausalito, california",doesn't have kids,no,, california,18-24,california,474,79,3,18-27,Marriage,Other,3
46126,32,single,m,socially,never,,asian,-1,29/06/2012,"san francisco, california",,no,, california,25-34,california,418,78,5,27-37,Serious,Finance,6
46127,25,single,f,socially,never,graduated from college/university,hispani,-1,01/07/2012,"walnut creek, california",,no,, california,25-34,california,267,57,4,20-30,Marriage,Education,2
46128,24,single,m,socially,,graduated from masters program,white,-1,29/06/2012,"berkeley, california","doesn't have kids, but might want them",no,, california,25-34,california,136,63,5,19-29,Marriage,Other,4
46129,30,single,m,socially,,,,-1,29/04/2012,"san francisco, california",,no,, california,25-34,california,225,87,6,25-35,Serious,Retail,1
46130,24,single,m,socially,never,graduated from college/university,white,-1,30/06/2012,"palo alto, california",,,, california,25-34,california,333,52,3,19-29,Serious,Tech,6
46131,54,single,m,rarely,never,,white,-1,26/06/2012,"emeryville, california",has a kid,no,, california,55-64,california,228,52,2,49-59,Serious,Tech,5
46132,29,single,m,often,sometimes,working on ph.d program,white,-1,30/01/2012,"san mateo, california",,no,, california,25-34,california,322,63,8,24-34,Serious,Healthcare,4
46133,25,single,m,rarely,never,graduated from college/university,white,70000,29/06/2012,"alameda, california",,no,, california,25-34,california,107,70,5,20-30,Serious,Other,10
46134,30,single,m,socially,,graduated from college/university,white,-1,30/06/2012,"san francisco, california",doesn't have kids,no,, california,25-34,california,299,84,1,25-35,Serious,Retail,2
46135,44,single,m,socially,never,graduated from masters program,white,-1,01/07/2012,"menlo park, california","doesn't have kids, but wants them",no,, california,45-54,california,444,93,4,39-49,Casual,Healthcare,9
46136,25,seeing someone,m,often,never,,hispani,20000,12/12/2011,"vallejo, california",doesn't want kids,trying to quit,, california,25-34,california,404,93,5,20-30,Marriage,Tech,3
46137,28,single,m,socially,,graduated from masters program,white,-1,06/04/2012,"berkeley, california",doesn't want kids,no,, california,25-34,california,6,98,6,23-33,Serious,Other,4
46138,36,available,m,socially,never,graduated from college/university,"asian,white",20000,08/01/2012,"berkeley, california",doesn't want kids,no,, california,35-44,california,127,92,5,31-41,Marriage,Healthcare,2
46139,36,single,m,socially,never,working on med school,white,20000,01/07/2012,"san francisco, california",,no,, california,35-44,california,352,90,5,31-41,Casual,Finance,1
46140,37,seeing someone,m,socially,never,graduated from college/university,white,100000,26/06/2012,"san francisco, california",,no,, california,35-44,california,482,76,9,32-42,Marriage,Tech,2
46141,40,single,m,socially,never,graduated from law school,indian,-1,14/04/2012,"palo alto, california",,no,, california,35-44,california,266,77,9,35-45,Marriage,Finance,8
46142,33,single,m,socially,,graduated from college/university,white,-1,27/06/2012,"san francisco, california",,,, california,25-34,california,172,77,6,28-38,Casual,Education,7
46143,41,single,m,often,never,graduated from law school,white,-1,28/06/2012,"oakland, california","doesn't have kids, but wants them",no,, california,35-44,california,415,54,4,36-46,Casual,Education,8
46144,25,single,m,often,,graduated from college/university,white,-1,16/06/2012,"san francisco, california",,when drinking,, california,25-34,california,213,92,9,20-30,Casual,Other,8
46145,29,available,m,often,,graduated from college/university,white,100000,30/06/2012,"san francisco, california",,no,, california,25-34,california,246,88,8,24-34,Serious,Education,10
46146,34,single,m,rarely,never,graduated from college/university,asian,70000,27/06/2012,"san francisco, california",,no,, california,35-44,california,105,59,7,29-39,Serious,Tech,5
46147,29,single,m,socially,never,graduated from college/university,white,-1,30/06/2012,"san francisco, california",doesn't have kids,,, california,25-34,california,82,58,5,24-34,Serious,Tech,8
46148,40,single,f,socially,never,graduated from masters program,asian,-1,22/04/2012,"san francisco, california",,no,, california,35-44,california,291,69,2,35-45,Marriage,Retail,6
46149,23,single,m,socially,never,graduated from two-year college,other,20000,01/07/2012,"san mateo, california","doesn't have kids, but might want them",yes,, california,18-24,california,373,78,2,18-28,Casual,Healthcare,1
46150,29,single,m,socially,never,graduated from college/university,white,-1,27/11/2011,"san francisco, california",,no,, california,25-34,california,420,96,1,24-34,Serious,Healthcare,1
46151,25,single,f,socially,never,working on ph.d program,asian,-1,30/06/2012,"palo alto, california",,no,, california,25-34,california,202,78,2,20-30,Casual,Healthcare,9
46152,32,single,f,socially,,,white,-1,03/01/2012,"san francisco, california",,,, california,25-34,california,40,77,5,27-37,Serious,Retail,1
46154,31,single,m,rarely,never,graduated from college/university,,-1,11/05/2012,"berkeley, california",doesn't have kids,no,, california,25-34,california,347,70,6,26-36,Casual,Finance,10
46155,37,single,m,often,never,graduated from college/university,white,70000,29/06/2012,"san francisco, california","doesn't have kids, but might want them",no,, california,35-44,california,48,84,1,32-42,Marriage,Tech,8
46156,64,single,f,socially,,graduated from law school,white,-1,29/06/2012,"oakland, california",has kids,no,, california,65+,california,142,72,9,59-65,Casual,Finance,8
46157,31,single,f,rarely,never,graduated from masters program,,-1,22/02/2012,"san francisco, california",,no,, california,25-34,california,140,78,9,26-36,Casual,Healthcare,5
46158,32,single,f,socially,never,graduated from masters program,,-1,30/06/2012,"san francisco, california","doesn't have kids, but wants them",no,, california,25-34,california,52,64,5,27-37,Marriage,Healthcare,1
46159,35,single,f,socially,never,graduated from college/university,,-1,28/06/2012,"oakland, california",,no,, california,35-44,california,106,66,5,30-40,Casual,Retail,3
46160,39,single,f,socially,never,working on masters program,white,-1,03/06/2012,"berkeley, california",doesn't have kids,no,, california,35-44,california,32,73,4,34-44,Serious,Finance,3
46161,44,available,m,socially,never,,,-1,06/03/2012,"san francisco, california",,no,, california,45-54,california,199,84,5,39-49,Casual,Finance,9
46162,33,single,m,rarely,,graduated from high school,"black,white",-1,11/10/2011,"millbrae, california",,sometimes,, california,25-34,california,118,69,9,28-38,Marriage,Healthcare,4
